Sample.ID	Sentrix.Barcode	SampleSection	Batch	Date_out	Date_extraction	person	Conc_Nanodrop	Date_Dilutionand_Amplification	Date_cRNApurification	Date_Quantitation_by_RiboGreen	Eluted_Total_labelled_cRNA	labelled_cRNA_Yield	concentration_of_labelled_cRNA	Date_labelled_cRNA	Date_Hybridization_for_15_hours	Date_Washing_and_scanning
9234921082_I	9234921082	I	1	21/06/2013	21/06/2013	2	71.53	19/07/2013	20/07/2013	23/07/2013	40	19078.4	477.0	24/07/2013	24/07/2013	25/07/2013
9234921082_J	9234921082	J	1	25/06/2013	26/06/2013	3	19.68	19/07/2013	20/07/2013	23/07/2013	40	31775.2	794.4	24/07/2013	24/07/2013	25/07/2013
9234921082_K	9234921082	K	1	21/06/2013	21/06/2013	2	104.18	19/07/2013	20/07/2013	23/07/2013	40	1872.8	46.8	24/07/2013	24/07/2013	25/07/2013
9234921082_L	9234921082	L	1	25/06/2013	26/06/2013	3	60.73	19/07/2013	20/07/2013	23/07/2013	40	16263.2	406.6	24/07/2013	24/07/2013	25/07/2013
9234921083_A	9234921083	A	1	05/06/2013	06/06/2013	2	72.4	19/07/2013	20/07/2013	23/07/2013	40	31842.0	796.1	24/07/2013	24/07/2013	25/07/2013
9234921083_B	9234921083	B	1	24/06/2013	24/06/2013	2	37.9	19/07/2013	20/07/2013	23/07/2013	40	35282.0	882.1	24/07/2013	24/07/2013	25/07/2013
9234921083_C	9234921083	C	1	06/06/2013	07/06/2013	4	31.7	19/07/2013	20/07/2013	23/07/2013	40	16314.0	407.9	24/07/2013	24/07/2013	25/07/2013
9234921083_D	9234921083	D	1	25/06/2013	25/06/2013	2	68.29	19/07/2013	20/07/2013	23/07/2013	40	28128.4	703.2	24/07/2013	24/07/2013	25/07/2013
9234921083_E	9234921083	E	1	06/06/2013	07/06/2013	4	192.18	19/07/2013	20/07/2013	23/07/2013	40	8816.8	220.4	24/07/2013	24/07/2013	25/07/2013
9234921083_F	9234921083	F	1	25/06/2013	25/06/2013	2	61.64	19/07/2013	20/07/2013	23/07/2013	40	15005.2	375.1	24/07/2013	24/07/2013	25/07/2013
9234921083_G	9234921083	G	1	19/06/2013	19/06/2013	2	78.47	19/07/2013	20/07/2013	23/07/2013	40	25714.0	642.9	24/07/2013	24/07/2013	25/07/2013
9234921083_H	9234921083	H	1	25/06/2013	26/06/2013	5	235.33	19/07/2013	20/07/2013	23/07/2013	40	22273.6	556.8	24/07/2013	24/07/2013	25/07/2013
9234921083_I	9234921083	I	1	21/06/2013	21/06/2013	2	40.7	19/07/2013	20/07/2013	23/07/2013	40	23156.0	578.9	24/07/2013	24/07/2013	25/07/2013
9234921083_J	9234921083	J	1	25/06/2013	26/06/2013	3	26.53	19/07/2013	20/07/2013	23/07/2013	40	33786.0	844.7	24/07/2013	24/07/2013	25/07/2013
9234921083_K	9234921083	K	1	21/06/2013	21/06/2013	2	92.71	19/07/2013	20/07/2013	23/07/2013	40	23094.0	577.4	24/07/2013	24/07/2013	25/07/2013
9234921083_L	9234921083	L	1	25/06/2013	26/06/2013	3	27.17	19/07/2013	20/07/2013	23/07/2013	40	14430.0	360.8	24/07/2013	24/07/2013	25/07/2013
9234921090_A	9234921090	A	1	05/06/2013	06/06/2013	2	26.27	19/07/2013	20/07/2013	23/07/2013	40	27978.4	699.5	24/07/2013	24/07/2013	25/07/2013
9234921090_B	9234921090	B	1	24/06/2013	24/06/2013	2	30.21	19/07/2013	20/07/2013	23/07/2013	40	31388.8	784.7	24/07/2013	24/07/2013	25/07/2013
9234921090_C	9234921090	C	1	06/06/2013	07/06/2013	4	45.15	19/07/2013	20/07/2013	23/07/2013	40	18592.4	464.8	24/07/2013	24/07/2013	25/07/2013
9234921090_D	9234921090	D	1	25/06/2013	25/06/2013	2	107	19/07/2013	20/07/2013	23/07/2013	40	27059.6	676.5	24/07/2013	24/07/2013	25/07/2013
9234921090_E	9234921090	E	1	06/06/2013	07/06/2013	4	59.19	19/07/2013	20/07/2013	23/07/2013	40	16337.2	408.4	24/07/2013	24/07/2013	25/07/2013
9234921090_F	9234921090	F	1	25/06/2013	25/06/2013	2	73.85	19/07/2013	20/07/2013	23/07/2013	40	29011.6	725.3	24/07/2013	24/07/2013	25/07/2013
9234921090_G	9234921090	G	1	19/06/2013	19/06/2013	2	93.43	19/07/2013	20/07/2013	23/07/2013	40	17719.6	443.0	24/07/2013	24/07/2013	25/07/2013
9234921090_H	9234921090	H	1	25/06/2013	26/06/2013	5	78.33	19/07/2013	20/07/2013	23/07/2013	40	24028.4	600.7	24/07/2013	24/07/2013	25/07/2013
9234921090_I	9234921090	I	1	21/06/2013	21/06/2013	2	41.34	19/07/2013	20/07/2013	23/07/2013	40	20571.6	514.3	24/07/2013	24/07/2013	25/07/2013
9234921090_J	9234921090	J	1	25/06/2013	26/06/2013	3	13.33	19/07/2013	20/07/2013	23/07/2013	40	26754.8	668.9	24/07/2013	24/07/2013	25/07/2013
9234921090_K	9234921090	K	1	21/06/2013	21/06/2013	2	88.28	19/07/2013	20/07/2013	23/07/2013	40	27616.0	690.4	24/07/2013	24/07/2013	25/07/2013
9234921094_A	9234921094	A	1	01/07/2013	02/07/2013	3	152.66	24/07/2013	25/07/2013	30/07/2013	40	7354.4	183.9	05/08/2013	05/08/2013	06/08/2013
9234921094_B	9234921094	B	1	01/07/2013	02/07/2013	3	130.43	24/07/2013	25/07/2013	30/07/2013	40	16627.4	415.7	05/08/2013	05/08/2013	06/08/2013
9234921094_C	9234921094	C	1	01/07/2013	02/07/2013	3	74.25	24/07/2013	25/07/2013	30/07/2013	40	14445.2	361.1	05/08/2013	05/08/2013	06/08/2013
9234921094_D	9234921094	D	1	01/07/2013	02/07/2013	3	105.66	24/07/2013	25/07/2013	30/07/2013	40	9787.4	244.7	05/08/2013	05/08/2013	06/08/2013
9234921094_E	9234921094	E	1	01/07/2013	02/07/2013	3	41.01	24/07/2013	25/07/2013	30/07/2013	40	13777.0	344.4	05/08/2013	05/08/2013	06/08/2013
9234921094_F	9234921094	F	1	01/07/2013	02/07/2013	3	51.84	24/07/2013	25/07/2013	30/07/2013	40	11074.8	276.9	05/08/2013	05/08/2013	06/08/2013
9234921094_G	9234921094	G	1	01/07/2013	02/07/2013	3	47.51	24/07/2013	25/07/2013	30/07/2013	40	10897.2	272.4	05/08/2013	05/08/2013	06/08/2013
9234921094_H	9234921094	H	1	01/07/2013	02/07/2013	3	63.95	24/07/2013	25/07/2013	30/07/2013	40	10187.8	254.7	05/08/2013	05/08/2013	06/08/2013
9234921094_I	9234921094	I	1	01/07/2013	02/07/2013	3	97.35	24/07/2013	25/07/2013	30/07/2013	40	16328.4	408.2	05/08/2013	05/08/2013	06/08/2013
9234921094_J	9234921094	J	1	01/07/2013	02/07/2013	3	78.36	24/07/2013	25/07/2013	30/07/2013	40	13259.2	331.5	05/08/2013	05/08/2013	06/08/2013
9234921094_K	9234921094	K	1	01/07/2013	02/07/2013	3	161.85	24/07/2013	25/07/2013	30/07/2013	40	6925.6	173.1	05/08/2013	05/08/2013	06/08/2013
9234921094_L	9234921094	L	1	01/07/2013	02/07/2013	3	67.19	24/07/2013	25/07/2013	30/07/2013	40	12382.8	309.6	05/08/2013	05/08/2013	06/08/2013
9234921100_A	9234921100	A	1	25/04/2013	25/04/2013	2	9.02	07/08/2013	08/08/2016	08/08/2013	40	12254.2	306.4	08/08/2013	08/08/2013	09/08/2013
9234921100_B	9234921100	B	1	02/05/2013	02/05/2013	2	137.19	07/08/2013	08/08/2016	08/08/2013	40	29015.4	725.4	08/08/2013	08/08/2013	09/08/2013
9234921100_C	9234921100	C	1	26/04/2013	26/04/2013	2	91.84	07/08/2013	08/08/2016	08/08/2013	40	18666.8	466.7	08/08/2013	08/08/2013	09/08/2013
9234921100_D	9234921100	D	1	07/05/2013	07/05/2013	2	52.32	07/08/2013	08/08/2016	08/08/2013	40	23093.6	577.3	08/08/2013	08/08/2013	09/08/2013
9234921100_E	9234921100	E	1	26/04/2013	26/04/2013	2	45.78	07/08/2013	08/08/2016	08/08/2013	40	4273.4	106.8	08/08/2013	08/08/2013	09/08/2013
9234921100_F	9234921100	F	1	07/05/2013	07/05/2013	2	61.92	07/08/2013	08/08/2016	08/08/2013	40	29078.2	727.0	08/08/2013	08/08/2013	09/08/2013
9234921100_G	9234921100	G	1	29/04/2013	29/04/2013	2	79.22	07/08/2013	08/08/2016	08/08/2013	40	35971.0	899.3	08/08/2013	08/08/2013	09/08/2013
9234921100_H	9234921100	H	1	07/05/2013	08/05/2013	1	23.13	07/08/2013	08/08/2016	08/08/2013	40	26503.4	662.6	08/08/2013	08/08/2013	09/08/2013
9234921100_I	9234921100	I	1	29/04/2013	30/04/2013	1	62.67	07/08/2013	08/08/2016	08/08/2013	40	187.6	4.7	08/08/2013	08/08/2013	09/08/2013
9234921100_J	9234921100	J	1	13/05/2013	14/05/2013	1	40.27	07/08/2013	08/08/2016	08/08/2013	40	22548.6	563.7	08/08/2013	08/08/2013	09/08/2013
9234921100_K	9234921100	K	1	29/04/2013	30/04/2013	1	53.35	07/08/2013	08/08/2016	08/08/2013	40	27228.4	680.7	08/08/2013	08/08/2013	09/08/2013
9234921100_L	9234921100	L	1	13/05/2013	14/05/2013	1	88.87	07/08/2013	08/08/2016	08/08/2013	40	22740.4	568.5	08/08/2013	08/08/2013	09/08/2013
9234921101_A	9234921101	A	1	25/04/2013	25/04/2013	2	58.82	07/08/2013	08/08/2016	08/08/2013	40	19020.8	475.5	08/08/2013	08/08/2013	09/08/2013
9234921101_B	9234921101	B	1	02/05/2013	02/05/2013	2	111.38	07/08/2013	08/08/2016	08/08/2013	40	17052.6	426.3	08/08/2013	08/08/2013	09/08/2013
9234921101_C	9234921101	C	1	26/04/2013	26/04/2013	2	35.66	07/08/2013	08/08/2016	08/08/2013	40	29285.8	732.1	08/08/2013	08/08/2013	09/08/2013
9234921101_D	9234921101	D	1	07/05/2013	07/05/2013	2	100.69	07/08/2013	08/08/2016	08/08/2013	40	24565.4	614.1	08/08/2013	08/08/2013	09/08/2013
9234921101_E	9234921101	E	1	26/04/2013	26/04/2013	2	89.6	07/08/2013	08/08/2016	08/08/2013	40	23613.4	590.3	08/08/2013	08/08/2013	09/08/2013
9234921101_F	9234921101	F	1	07/05/2013	07/05/2013	2	98.82	07/08/2013	08/08/2016	08/08/2013	40	16037.4	400.9	08/08/2013	08/08/2013	09/08/2013
9234921101_G	9234921101	G	1	29/04/2013	29/04/2013	2	10.07	07/08/2013	08/08/2016	08/08/2013	40	20109.8	502.7	08/08/2013	08/08/2013	09/08/2013
9234921101_H	9234921101	H	1	07/05/2013	08/05/2013	1	137.75	07/08/2013	08/08/2016	08/08/2013	40	24193.0	604.8	08/08/2013	08/08/2013	09/08/2013
9234921101_I	9234921101	I	1	29/04/2013	30/04/2013	1	114.65	07/08/2013	08/08/2016	08/08/2013	40	23841.0	596.0	08/08/2013	08/08/2013	09/08/2013
9234921101_J	9234921101	J	1	13/05/2013	14/05/2013	1	101.11	07/08/2013	08/08/2016	08/08/2013	40	24252.0	606.3	08/08/2013	08/08/2013	09/08/2013
9234921101_K	9234921101	K	1	29/04/2013	30/04/2013	1	54.03	07/08/2013	08/08/2016	08/08/2013	40	26762.4	669.1	08/08/2013	08/08/2013	09/08/2013
9234921101_L	9234921101	L	1	13/05/2013	14/05/2013	1	93.13	07/08/2013	08/08/2016	08/08/2013	40	14122.2	353.1	08/08/2013	08/08/2013	09/08/2013
9235792061_A	9235792061	A	1	01/07/2013	02/07/2013	3	83.46	24/07/2013	25/07/2013	30/07/2013	40	9959.2	249.0	05/08/2013	05/08/2013	06/08/2013
9235792061_B	9235792061	B	1	01/07/2013	02/07/2013	3	106.27	24/07/2013	25/07/2013	30/07/2013	40	12509.8	312.7	05/08/2013	05/08/2013	06/08/2013
9235792061_C	9235792061	C	1	01/07/2013	02/07/2013	3	62.65	24/07/2013	25/07/2013	30/07/2013	40	7758.4	194.0	05/08/2013	05/08/2013	06/08/2013
9235792061_D	9235792061	D	1	01/07/2013	02/07/2013	3	97.6	24/07/2013	25/07/2013	30/07/2013	40	19444.4	486.1	05/08/2013	05/08/2013	06/08/2013
9235792061_E	9235792061	E	1	01/07/2013	02/07/2013	3	74.31	24/07/2013	25/07/2013	30/07/2013	40	13398.0	335.0	05/08/2013	05/08/2013	06/08/2013
9235792061_F	9235792061	F	1	01/07/2013	02/07/2013	3	55.39	24/07/2013	25/07/2013	30/07/2013	40	12034.2	300.9	05/08/2013	05/08/2013	06/08/2013
9235792061_G	9235792061	G	1	01/07/2013	02/07/2013	3	61.2	24/07/2013	25/07/2013	30/07/2013	40	9925.2	248.1	05/08/2013	05/08/2013	06/08/2013
9235792061_H	9235792061	H	1	01/07/2013	02/07/2013	3	96.7	24/07/2013	25/07/2013	30/07/2013	40	11851.2	296.3	05/08/2013	05/08/2013	06/08/2013
9235792061_I	9235792061	I	1	01/07/2013	02/07/2013	3	95.22	24/07/2013	25/07/2013	30/07/2013	40	7900.4	197.5	05/08/2013	05/08/2013	06/08/2013
9235792061_J	9235792061	J	1	01/07/2013	02/07/2013	3	382.58	24/07/2013	25/07/2013	30/07/2013	40	16450.6	411.3	05/08/2013	05/08/2013	06/08/2013
9235792061_K	9235792061	K	1	01/07/2013	02/07/2013	3	53.06	24/07/2013	25/07/2013	30/07/2013	40	19277.4	481.9	05/08/2013	05/08/2013	06/08/2013
9235792061_L	9235792061	L	1	01/07/2013	02/07/2013	3	94.08	24/07/2013	25/07/2013	30/07/2013	40	16544.8	413.6	05/08/2013	05/08/2013	06/08/2013
9235792082_A	9235792082	A	1	01/07/2013	02/07/2013	3	118.43	24/07/2013	25/07/2013	30/07/2013	40	19904.2	497.6	05/08/2013	05/08/2013	06/08/2013
9235792082_B	9235792082	B	1	02/07/2013	03/07/2013	2	80.23	24/07/2013	25/07/2013	30/07/2013	40	20621.6	515.5	05/08/2013	05/08/2013	06/08/2013
9235792082_C	9235792082	C	1	01/07/2013	02/07/2013	3	130.94	24/07/2013	25/07/2013	30/07/2013	40	12103.0	302.6	05/08/2013	05/08/2013	06/08/2013
9235792082_D	9235792082	D	1	02/07/2013	03/07/2013	2	51.61	24/07/2013	25/07/2013	30/07/2013	40	20760.4	519.0	05/08/2013	05/08/2013	06/08/2013
9235792082_E	9235792082	E	1	01/07/2013	02/07/2013	3	38.77	24/07/2013	25/07/2013	30/07/2013	40	13127.6	328.2	05/08/2013	05/08/2013	06/08/2013
9235792082_F	9235792082	F	1	02/07/2013	03/07/2013	2	98.97	24/07/2013	25/07/2013	30/07/2013	40	16603.4	415.1	05/08/2013	05/08/2013	06/08/2013
9235792082_G	9235792082	G	1	01/07/2013	02/07/2013	3	182.54	24/07/2013	25/07/2013	30/07/2013	40	20172.0	504.3	05/08/2013	05/08/2013	06/08/2013
9235792082_H	9235792082	H	1	02/07/2013	03/07/2013	2	76.79	24/07/2013	25/07/2013	30/07/2013	40	24327.6	608.2	05/08/2013	05/08/2013	06/08/2013
9235792082_I	9235792082	I	1	01/07/2013	02/07/2013	3	77.99	24/07/2013	25/07/2013	30/07/2013	40	18125.2	453.1	05/08/2013	05/08/2013	06/08/2013
9235792082_J	9235792082	J	1	02/07/2013	03/07/2013	2	137.54	24/07/2013	25/07/2013	30/07/2013	40	19116.2	477.9	05/08/2013	05/08/2013	06/08/2013
9235792082_K	9235792082	K	1	02/07/2013	03/07/2013	2	118.03	24/07/2013	25/07/2013	30/07/2013	40	27479.2	687.0	05/08/2013	05/08/2013	06/08/2013
9235792082_L	9235792082	L	1	02/07/2013	03/07/2013	2	176.64	24/07/2013	25/07/2013	30/07/2013	40	11561.8	289.0	05/08/2013	05/08/2013	06/08/2013
9235792088_A	9235792088	A	1	02/07/2013	03/07/2013	2	111.22	24/07/2013	25/07/2013	30/07/2013	40	10205.8	255.1	05/08/2013	05/08/2013	06/08/2013
9235792088_B	9235792088	B	1	02/07/2013	03/07/2013	2	33.03	24/07/2013	25/07/2013	30/07/2013	40	7003.0	175.1	05/08/2013	05/08/2013	06/08/2013
9235792088_C	9235792088	C	1	02/07/2013	03/07/2013	2	40.31	24/07/2013	25/07/2013	30/07/2013	40	5735.4	143.4	05/08/2013	05/08/2013	06/08/2013
9235792088_D	9235792088	D	1	02/07/2013	03/07/2013	2	67.14	24/07/2013	25/07/2013	30/07/2013	40	5758.4	144.0	05/08/2013	05/08/2013	06/08/2013
9235792088_E	9235792088	E	1	02/07/2013	03/07/2013	2	194.72	24/07/2013	25/07/2013	30/07/2013	40	15574.4	389.4	05/08/2013	05/08/2013	06/08/2013
9235792088_F	9235792088	F	1	02/07/2013	03/07/2013	2	24.65	24/07/2013	25/07/2013	30/07/2013	40	9338.2	233.5	05/08/2013	05/08/2013	06/08/2013
9235792088_G	9235792088	G	1	02/07/2013	03/07/2013	2	131.98	24/07/2013	25/07/2013	30/07/2013	40	13596.8	339.9	05/08/2013	05/08/2013	06/08/2013
9235792088_H	9235792088	H	1	02/07/2013	03/07/2013	2	44.49	24/07/2013	25/07/2013	30/07/2013	40	9695.6	242.4	05/08/2013	05/08/2013	06/08/2013
9235792088_I	9235792088	I	1	02/07/2013	03/07/2013	2	174.76	24/07/2013	25/07/2013	30/07/2013	40	6996.4	174.9	05/08/2013	05/08/2013	06/08/2013
9235792088_J	9235792088	J	1	02/07/2013	03/07/2013	2	39.66	24/07/2013	25/07/2013	30/07/2013	40	8360.2	209.0	05/08/2013	05/08/2013	06/08/2013
9235792088_K	9235792088	K	1	02/07/2013	03/07/2013	2	61.67	24/07/2013	25/07/2013	30/07/2013	40	9208.0	230.2	05/08/2013	05/08/2013	06/08/2013
9235792088_L	9235792088	L	1	02/07/2013	03/07/2013	2	66.03	24/07/2013	25/07/2013	30/07/2013	40	11920.8	298.0	05/08/2013	05/08/2013	06/08/2013
9235792089_A	9235792089	A	1	02/07/2013	03/07/2013	2	47.18	24/07/2013	25/07/2013	30/07/2013	40	15140.6	378.5	05/08/2013	05/08/2013	06/08/2013
9235792089_B	9235792089	B	1	03/07/2013	04/07/2013	2	22.07	24/07/2013	25/07/2013	30/07/2013	40	8952.0	223.8	05/08/2013	05/08/2013	06/08/2013
9235792089_C	9235792089	C	1	02/07/2013	03/07/2013	2	59.78	24/07/2013	25/07/2013	30/07/2013	40	15875.8	396.9	05/08/2013	05/08/2013	06/08/2013
9235792089_D	9235792089	D	1	03/07/2013	04/07/2013	2	28.73	24/07/2013	25/07/2013	30/07/2013	40	7843.2	196.1	05/08/2013	05/08/2013	06/08/2013
9235792089_E	9235792089	E	1	03/07/2013	04/07/2013	2	82.8	24/07/2013	25/07/2013	30/07/2013	40	9385.0	234.6	05/08/2013	05/08/2013	06/08/2013
9235792089_F	9235792089	F	1	03/07/2013	04/07/2013	2	34.37	24/07/2013	25/07/2013	30/07/2013	40	17317.6	432.9	05/08/2013	05/08/2013	06/08/2013
9235792089_G	9235792089	G	1	03/07/2013	04/07/2013	2	44.91	24/07/2013	25/07/2013	30/07/2013	40	10780.6	269.5	05/08/2013	05/08/2013	06/08/2013
9235792089_H	9235792089	H	1	03/07/2013	04/07/2013	2	62.01	24/07/2013	25/07/2013	30/07/2013	40	10171.6	254.3	05/08/2013	05/08/2013	06/08/2013
9235792089_I	9235792089	I	1	03/07/2013	04/07/2013	2	173.48	24/07/2013	25/07/2013	30/07/2013	40	7558.0	189.0	05/08/2013	05/08/2013	06/08/2013
9235792089_J	9235792089	J	1	03/07/2013	04/07/2013	2	116.11	24/07/2013	25/07/2013	30/07/2013	40	16402.0	410.1	05/08/2013	05/08/2013	06/08/2013
9235792089_K	9235792089	K	1	03/07/2013	04/07/2013	2	35.88	24/07/2013	25/07/2013	30/07/2013	40	6350.6	158.8	05/08/2013	05/08/2013	06/08/2013
9235792089_L	9235792089	L	1	03/07/2013	04/07/2013	2	155.42	24/07/2013	25/07/2013	30/07/2013	40	9072.4	226.8	05/08/2013	05/08/2013	06/08/2013
9235792091_A	9235792091	A	1	03/07/2013	04/07/2013	2	62.98	24/07/2013	25/07/2013	30/07/2013	40	6210.8	155.3	05/08/2013	05/08/2013	06/08/2013
9235792091_B	9235792091	B	1	03/07/2013	04/07/2013	2	188.33	24/07/2013	25/07/2013	30/07/2013	40	8223.0	205.6	05/08/2013	05/08/2013	06/08/2013
9235792091_C	9235792091	C	1	03/07/2013	04/07/2013	2	118.52	24/07/2013	25/07/2013	30/07/2013	40	12374.6	309.4	05/08/2013	05/08/2013	06/08/2013
9235792091_D	9235792091	D	1	03/07/2013	04/07/2013	2	69.65	24/07/2013	25/07/2013	30/07/2013	40	7866.6	196.7	05/08/2013	05/08/2013	06/08/2013
9235792091_E	9235792091	E	1	03/07/2013	04/07/2013	2	12.87	24/07/2013	25/07/2013	30/07/2013	40	8100.8	202.5	05/08/2013	05/08/2013	06/08/2013
9235792091_F	9235792091	F	1	03/07/2013	04/07/2013	2	73.29	24/07/2013	25/07/2013	30/07/2013	40	12804.0	320.1	05/08/2013	05/08/2013	06/08/2013
9235792091_G	9235792091	G	1	03/07/2013	04/07/2013	2	53.99	24/07/2013	25/07/2013	30/07/2013	40	10225.6	255.6	05/08/2013	05/08/2013	06/08/2013
9235792091_H	9235792091	H	1	03/07/2013	04/07/2013	2	112.66	24/07/2013	25/07/2013	30/07/2013	40	12869.8	321.7	05/08/2013	05/08/2013	06/08/2013
9235792091_I	9235792091	I	1	03/07/2013	04/07/2013	2	80.46	24/07/2013	25/07/2013	30/07/2013	40	12531.6	313.3	05/08/2013	05/08/2013	06/08/2013
9235792091_J	9235792091	J	1	03/07/2013	04/07/2013	2	81.96	24/07/2013	25/07/2013	30/07/2013	40	8473.6	211.8	05/08/2013	05/08/2013	06/08/2013
9235792091_K	9235792091	K	1	03/07/2013	04/07/2013	2	49.78	24/07/2013	25/07/2013	30/07/2013	40	8221.8	205.5	05/08/2013	05/08/2013	06/08/2013
9235792091_L	9235792091	L	1	04/07/2013	05/07/2013	2	31.09	24/07/2013	25/07/2013	30/07/2013	40	13069.8	326.7	05/08/2013	05/08/2013	06/08/2013
9235792095_A	9235792095	A	1	25/04/2013	25/04/2013	2	51.03	07/08/2013	08/08/2016	08/08/2013	40	28653.4	716.3	08/08/2013	08/08/2013	09/08/2013
9235792095_B	9235792095	B	1	02/05/2013	02/05/2013	2	35.84	07/08/2013	08/08/2016	08/08/2013	40	28221.4	705.5	08/08/2013	08/08/2013	09/08/2013
9235792095_C	9235792095	C	1	26/04/2013	26/04/2013	2	106.44	07/08/2013	08/08/2016	08/08/2013	40	33836.2	845.9	08/08/2013	08/08/2013	09/08/2013
9235792095_D	9235792095	D	1	07/05/2013	07/05/2013	2	50.95	07/08/2013	08/08/2016	08/08/2013	40	27098.4	677.5	08/08/2013	08/08/2013	09/08/2013
9235792095_E	9235792095	E	1	26/04/2013	26/04/2013	2	83.83	07/08/2013	08/08/2016	08/08/2013	40	10226.0	255.7	08/08/2013	08/08/2013	09/08/2013
9235792095_F	9235792095	F	1	07/05/2013	07/05/2013	2	26.38	07/08/2013	08/08/2016	08/08/2013	40	27476.2	686.9	08/08/2013	08/08/2013	09/08/2013
9235792095_G	9235792095	G	1	29/04/2013	29/04/2013	2	115.88	07/08/2013	08/08/2016	08/08/2013	40	37784.6	944.6	08/08/2013	08/08/2013	09/08/2013
9235792095_H	9235792095	H	1	07/05/2013	08/05/2013	1	36.97	07/08/2013	08/08/2016	08/08/2013	40	12470.8	311.8	08/08/2013	08/08/2013	09/08/2013
9235792095_I	9235792095	I	1	29/04/2013	30/04/2013	1	87.86	07/08/2013	08/08/2016	08/08/2013	40	26521.6	663.0	08/08/2013	08/08/2013	09/08/2013
9235792095_J	9235792095	J	1	13/05/2013	14/05/2013	1	24.05	07/08/2013	08/08/2016	08/08/2013	40	23964.2	599.1	08/08/2013	08/08/2013	09/08/2013
9235792095_K	9235792095	K	1	29/04/2013	30/04/2013	1	35.93	07/08/2013	08/08/2016	08/08/2013	40	21192.8	529.8	08/08/2013	08/08/2013	09/08/2013
9235792095_L	9235792095	L	1	13/05/2013	14/05/2013	1	87.56	07/08/2013	08/08/2016	08/08/2013	40	21812.4	545.3	08/08/2013	08/08/2013	09/08/2013
9249896045_A	9249896045	A	2	25/07/2013	26/07/2013	3	60.09	23/10/2013	24/10/2013	24/10/2013	40	4309.2	107.7	25/10/2013	25/10/2013	26/10/2013
9249896045_B	9249896045	B	2	17/09/2013	18/09/2013	3	54.93	23/10/2013	24/10/2013	24/10/2013	40	26105.2	652.6	25/10/2013	25/10/2013	26/10/2013
9249896045_C	9249896045	C	2	25/07/2013	26/07/2013	3	49.4	23/10/2013	24/10/2013	24/10/2013	40	226.0	5.7	25/10/2013	25/10/2013	26/10/2013
9249896045_D	9249896045	D	2	17/09/2013	18/09/2013	3	53.85	23/10/2013	24/10/2013	24/10/2013	40	30818.4	770.5	25/10/2013	25/10/2013	26/10/2013
9249896045_E	9249896045	E	2	29/07/2013	29/07/2013	3	58.99	23/10/2013	24/10/2013	24/10/2013	40	14069.6	351.7	25/10/2013	25/10/2013	26/10/2013
9249896045_F	9249896045	F	3	18/09/2013	19/09/2013	3	70.38	23/10/2013	24/10/2013	24/10/2013	40	13505.4	337.6	25/10/2013	25/10/2013	26/10/2013
9249896045_G	9249896045	G	2	30/07/2013	30/07/2013	3	145.6	23/10/2013	24/10/2013	24/10/2013	40	6591.0	164.8	25/10/2013	25/10/2013	26/10/2013
9249896045_H	9249896045	H	3	03/10/2013	03/10/2013	2	40.49	23/10/2013	24/10/2013	24/10/2013	40	7483.0	187.1	25/10/2013	25/10/2013	26/10/2013
9249896045_I	9249896045	I	2	30/07/2013	30/07/2013	3	60.48	23/10/2013	24/10/2013	24/10/2013	40	9121.6	228.0	25/10/2013	25/10/2013	26/10/2013
9249896045_J	9249896045	J	3	03/10/2013	03/10/2013	2	90.46	23/10/2013	24/10/2013	24/10/2013	40	15593.6	389.8	25/10/2013	25/10/2013	26/10/2013
9249896045_K	9249896045	K	2	31/07/2013	31/07/2013	3	17.08	23/10/2013	24/10/2013	24/10/2013	40	15776.8	394.4	25/10/2013	25/10/2013	26/10/2013
9249896045_L	9249896045	L	4	09/10/2013	09/10/2013	2	79.06	23/10/2013	24/10/2013	24/10/2013	40	12696.6	317.4	25/10/2013	25/10/2013	26/10/2013
9249896067_A	9249896067	A	2	25/07/2013	26/07/2013	3	46.19	23/10/2013	24/10/2013	24/10/2013	40	10278.8	257.0	25/10/2013	25/10/2013	26/10/2013
9249896067_B	9249896067	B	2	17/09/2013	18/09/2013	3	87.39	23/10/2013	24/10/2013	24/10/2013	40	20597.2	514.9	25/10/2013	25/10/2013	26/10/2013
9249896067_C	9249896067	C	2	25/07/2013	26/07/2013	3	84.4	23/10/2013	24/10/2013	24/10/2013	40	16273.8	406.8	25/10/2013	25/10/2013	26/10/2013
9249896067_D	9249896067	D	2	17/09/2013	18/09/2013	3	125.26	23/10/2013	24/10/2013	24/10/2013	40	14870.8	371.8	25/10/2013	25/10/2013	26/10/2013
9249896067_E	9249896067	E	2	29/07/2013	29/07/2013	3	121.02	23/10/2013	24/10/2013	24/10/2013	40	29490.8	737.3	25/10/2013	25/10/2013	26/10/2013
9249896067_F	9249896067	F	3	18/09/2013	19/09/2013	3	99.16	23/10/2013	24/10/2013	24/10/2013	40	4016.4	100.4	25/10/2013	25/10/2013	26/10/2013
9249896067_G	9249896067	G	2	30/07/2013	30/07/2013	3	134.54	23/10/2013	24/10/2013	24/10/2013	40	19056.8	476.4	25/10/2013	25/10/2013	26/10/2013
9249896067_H	9249896067	H	3	03/10/2013	03/10/2013	2	45.26	23/10/2013	24/10/2013	24/10/2013	40	24121.0	603.0	25/10/2013	25/10/2013	26/10/2013
